date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:45:09	1103/1103	---MCZ	200	added ('OK')	text/css	date:Sun,%2012%20Feb%202017%2003:45:07%20GMT	https://s0.wp.com/wp-content/mu-plugins/grunion-contact-form/css/grunion.css?m=1443822690h	C:/My%20Web%20Sites/Geraldtsang/s0.wp.com/wp-content/mu-plugins/grunion-contact-form/css/grunion3601.css	(from https://geraldtsang.wordpress.com/)
14:45:09	481/481	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2012%20Feb%202017%2003:45:08%20GMT	https://geraldtsang.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://geraldtsang.wordpress.com/)
14:45:10	58365/58365	---M-Z	200	added ('OK')	application/javascript	etag:%224334691e3e670fcc3d026cddb03ebe8c%22	https://s.skimresources.com/js/725X1342.skimlinks.js	C:/My%20Web%20Sites/Geraldtsang/s.skimresources.com/js/725X1342.skimlinks.js	(from https://geraldtsang.wordpress.com/)
14:45:10	11774/11774	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225890f68b-405c%22	http://stats.wp.com/w.js?56	C:/My%20Web%20Sites/Geraldtsang/stats.wp.com/w9f61.js	(from https://geraldtsang.wordpress.com/)
14:45:11	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2012%20Feb%202017%2003:45:09%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/Geraldtsang/pixel.wp.com/b0b80.gif	(from https://geraldtsang.wordpress.com/)
14:45:12	341687/341687	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Feb%202017%2003:35:50%20GMT	https://geraldtsang.files.wordpress.com/2017/02/cropped-photo-1444920275954-9dddec6b714e.jpg	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.files.wordpress.com/2017/02/cropped-photo-1444920275954-9dddec6b714e.jpg	(from https://geraldtsang.wordpress.com/blog/)
14:45:12	67270/67270	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Feb%202017%2003:33:44%20GMT	https://geraldtsang.files.wordpress.com/2017/02/pexels-photo-30732.jpg?w=820	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.files.wordpress.com/2017/02/pexels-photo-30732f1c5.jpg	(from https://geraldtsang.wordpress.com/blog/)
14:45:12	33822/33822	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:45:11%20GMT	https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/2017/02/12/first-blog-post/index.html	(from https://geraldtsang.wordpress.com/blog/)
14:45:12	50/50	---M--	200	added ('OK')	image/gif	date:Sun,%2012%20Feb%202017%2003:45:11%20GMT	https://pixel.wp.com/g.gif?v=wpcom2&x_grav-hover=	C:/My%20Web%20Sites/Geraldtsang/pixel.wp.com/g9818.gif	(from http://0.gravatar.com/js/gprofiles.js?ver=201706y)
14:45:13	16989/16989	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Feb%202017%2003:45:11%20GMT	https://geraldtsang.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://0.gravatar.com/js/gprofiles.js?ver=201706y)
14:45:13	22774/22774	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:45:11%20GMT	https://geraldtsang.wordpress.com/author/gwebby19/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/author/gwebby19/index.html	(from https://geraldtsang.wordpress.com/blog/)
14:45:13	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Feb%202017%2003:45:12%20GMT	https://geraldtsang.wordpress.com/g.gif	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/g.13.delayed	(from http://stats.wp.com/w.js?56)
14:45:13	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Feb%202017%2003:45:12%20GMT	https://geraldtsang.wordpress.com/c.gif	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/c.gif	(from http://stats.wp.com/w.js?56)
14:45:13	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2012%20Feb%202017%2003:45:12%20GMT	http://pixel.wp.com/t.gif	C:/My%20Web%20Sites/Geraldtsang/pixel.wp.com/t.gif	(from http://stats.wp.com/w.js?56)
14:45:14	20606/20606	---MCZ	200	added ('OK')	text/css	date:Sun,%2012%20Feb%202017%2003:45:12%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/highlander-comments/style0196.css	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/)
14:45:14	870/870	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/feed/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/2017/02/12/first-blog-post/feed/index.html	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/)
14:45:14	12310/12310	---MCZ	200	added ('OK')	text/html	etag:W/%226d4e07c636371330c22905b07075ecbb%22	https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/index.html	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/)
14:45:15	595/595	---MCZ	200	added ('OK')	application/x-javascript	date:Sun,%2012%20Feb%202017%2003:45:13%20GMT	https://s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/form.js?m=1404442431h	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/formcd10.js	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/)
14:45:15	137123/137123	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Feb%202017%2003:33:44%20GMT	https://geraldtsang.files.wordpress.com/2017/02/pexels-photo-30732.jpg?w=1500	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.files.wordpress.com/2017/02/pexels-photo-3073240e5.jpg	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/)
14:45:15	42318/42318	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2005:09:52%20GMT	https://s2.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1479964158j	C:/My%20Web%20Sites/Geraldtsang/s2.wp.com/_static/index1575.html	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/)
14:45:15	666/666	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:16	1666/1666	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2210d72e6981578bedb036d72987ceda78%22	https://geraldtsang.wordpress.com/author/gwebby19/feed/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/author/gwebby19/feed/index.html	(from https://geraldtsang.wordpress.com/author/gwebby19/)
14:45:16	523/523	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2004:17:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:16	581/581	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:16	602/602	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:16	592/592	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:16	1414/1414	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:17	1027/1027	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:17	1134/1134	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:17	1984/1984	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:28%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:17	1232/1232	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Nov%202015%2021:35:47%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:18	1232/1232	---M--	200	added ('OK')	image/gif	date:Fri,%2013%20Nov%202015%2017:47:28%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:18	10819/10819	---M--	200	added ('OK')	image/gif	date:Thu,%2012%20Nov%202015%2019:23:28%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/My%20Web%20Sites/Geraldtsang/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:45:19	102698/102698	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Feb%202017%2003:33:44%20GMT	https://geraldtsang.files.wordpress.com/2017/02/pexels-photo-30732.jpg?w=1200	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.files.wordpress.com/2017/02/pexels-photo-30732bcc0.jpg	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/)
14:45:19	53982/53982	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Feb%202017%2003:33:44%20GMT	https://geraldtsang.files.wordpress.com/2017/02/pexels-photo-30732.jpg?w=640	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.files.wordpress.com/2017/02/pexels-photo-3073273d9.jpg	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/)
14:45:19	195769/195769	---MC-	200	added ('OK')	text/javascript	date:Fri,%2010%20Feb%202017%2019:15:00%20GMT	https://cdn.ampproject.org/v0.js	C:/My%20Web%20Sites/Geraldtsang/cdn.ampproject.org/v0.js	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/)
14:45:19	243/243	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Oct%202016%2010:54:41%20GMT	https://s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	C:/My%20Web%20Sites/Geraldtsang/s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/)
14:45:20	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2012%20Feb%202017%2003:45:19%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&host=geraldtsang.wordpress.com&ref=DOCUMENT_REFERRER&amp=1&blog=124028124&v=wpcom&tz=0&user_id=0&post=4&subd=geraldtsang	C:/My%20Web%20Sites/Geraldtsang/pixel.wp.com/be0d6.gif	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/)
14:45:20	22168/22168	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:45:19%20GMT	https://geraldtsang.wordpress.com/category/uncategorized/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/category/uncategorized/index.html	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/)
14:45:20	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2012%20Feb%202017%2003:45:19%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&v=wpcom-no-pv&crypt=UE40eW5QN0p8M2Y%2FRE1mJVY3bm9aR3VCbS9mWm1pRyZuJS1LX1t5QmRXZzE3RC9rQWZHK1FjbDltdWdaMVFFZTcxUGVHLWR0WTJoPz8xQyU1PUdZdVRCJSZmJVFIREo3ZE40MHU3fmZTMS9EVDFtOSZbTnNNaVtRVT9FXVNnW2Y4M11LXWlPLEhVM3dtb1NyeVMlbWhTOGpwSEZWMG5Xai5hWldyNj9vLVVBc2RqcyVhfDYlfD9uRXd1UFEzYixWTFByK1FiVjJZMGNnek4uY1JUaExxTF1tZU14ZU1taHx0Nw%3D%3D	C:/My%20Web%20Sites/Geraldtsang/pixel.wp.com/bb6a3.gif	(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/amp/)
14:45:21	671/671	---MC-	200	added ('OK')	text/plain	date:Sun,%2012%20Feb%202017%2003:45:19%20GMT	https://s2.wp.com/robots.txt		(from https://geraldtsang.wordpress.com/2017/02/12/first-blog-post/)
14:45:21	1675/1675	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22e5e25ef067933636603d2264cb07dfcb%22	https://geraldtsang.wordpress.com/category/uncategorized/feed/	C:/My%20Web%20Sites/Geraldtsang/geraldtsang.wordpress.com/category/uncategorized/feed/index.html	(from https://geraldtsang.wordpress.com/category/uncategorized/)
